year,week,state,state_name,disease,cases,incidence_per_capita
1966,06,UT,UTAH,RUBELLA,2,0.2
1966,06,VA,VIRGINIA,RUBELLA,3,0.07
1966,06,VT,VERMONT,RUBELLA,7,1.69
1966,06,WA,WASHINGTON,RUBELLA,108,3.53
1966,06,WI,WISCONSIN,RUBELLA,141,3.3
1966,06,WV,WEST VIRGINIA,RUBELLA,17,0.96
1966,07,AK,ALASKA,RUBELLA,1,0.37
1966,07,AL,ALABAMA,RUBELLA,1,0.03
1966,07,AZ,ARIZONA,RUBELLA,101,6.26
1966,07,CA,CALIFORNIA,RUBELLA,74,0.39
1966,07,CO,COLORADO,RUBELLA,16,0.8
1966,07,CT,CONNECTICUT,RUBELLA,44,1.52
1966,07,DE,DELAWARE,RUBELLA,2,0.39
1966,07,FL,FLORIDA,RUBELLA,7,0.11
1966,07,HI,HAWAII,RUBELLA,2,0.28
1966,07,IA,IOWA,RUBELLA,43,1.56
1966,07,ID,IDAHO,RUBELLA,8,1.16
1966,07,IL,ILLINOIS,RUBELLA,104,0.96
1966,07,IN,INDIANA,RUBELLA,124,2.48
1966,07,KY,KENTUCKY,RUBELLA,132,4.19
1966,07,MA,MASSACHUSETTS,RUBELLA,53,0.96
1966,07,MD,MARYLAND,RUBELLA,19,0.51
1966,07,ME,MAINE,RUBELLA,10,1
1966,07,MI,MICHIGAN,RUBELLA,91,1.07
1966,07,MN,MINNESOTA,RUBELLA,1,0.03
1966,07,MT,MONTANA,RUBELLA,1,0.14
1966,07,ND,NORTH DAKOTA,RUBELLA,4,0.62
1966,07,NH,NEW HAMPSHIRE,RUBELLA,1,0.15
1966,07,NY,NEW YORK,RUBELLA,66,0.37
1966,07,OH,OHIO,RUBELLA,36,0.35
1966,07,OR,OREGON,RUBELLA,37,1.88
1966,07,RI,RHODE ISLAND,RUBELLA,3,0.33
1966,07,SC,SOUTH CAROLINA,RUBELLA,10,0.4
1966,07,TN,TENNESSEE,RUBELLA,84,2.2
1966,07,TX,TEXAS,RUBELLA,6,0.06
1966,07,UT,UTAH,RUBELLA,4,0.4
1966,07,VA,VIRGINIA,RUBELLA,12,0.27
1966,07,VT,VERMONT,RUBELLA,5,1.21
1966,07,WA,WASHINGTON,RUBELLA,153,5
1966,07,WI,WISCONSIN,RUBELLA,128,2.99
1966,07,WV,WEST VIRGINIA,RUBELLA,63,3.55
1966,08,AK,ALASKA,RUBELLA,1,0.37
1966,08,AL,ALABAMA,RUBELLA,3,0.09
