year,week,state,state_name,disease,cases,incidence_per_capita
1928,09,VA,VIRGINIA,POLIO,1,0.04
1928,09,VT,VERMONT,POLIO,0,0
1928,09,WA,WASHINGTON,POLIO,4,0.26
1928,09,WI,WISCONSIN,POLIO,0,0
1928,09,WV,WEST VIRGINIA,POLIO,1,0.06
1928,09,WY,WYOMING,POLIO,0,0
1928,10,AL,ALABAMA,POLIO,0,0
1928,10,AR,ARKANSAS,POLIO,0,0
1928,10,AZ,ARIZONA,POLIO,0,0
1928,10,CA,CALIFORNIA,POLIO,6,0.11
1928,10,CO,COLORADO,POLIO,1,0.1
1928,10,CT,CONNECTICUT,POLIO,0,0
1928,10,DE,DELAWARE,POLIO,0,0
1928,10,FL,FLORIDA,POLIO,1,0.07
1928,10,GA,GEORGIA,POLIO,0,0
1928,10,IA,IOWA,POLIO,0,0
1928,10,ID,IDAHO,POLIO,0,0
1928,10,IL,ILLINOIS,POLIO,3,0.04
1928,10,IN,INDIANA,POLIO,1,0.03
1928,10,KS,KANSAS,POLIO,1,0.05
1928,10,KY,KENTUCKY,POLIO,0,0
1928,10,LA,LOUISIANA,POLIO,0,0
1928,10,MA,MASSACHUSETTS,POLIO,1,0.02
1928,10,MD,MARYLAND,POLIO,0,0
1928,10,ME,MAINE,POLIO,2,0.25
1928,10,MI,MICHIGAN,POLIO,0,0
1928,10,MN,MINNESOTA,POLIO,0,0
1928,10,MO,MISSOURI,POLIO,1,0.03
1928,10,MS,MISSISSIPPI,POLIO,0,0
1928,10,NC,NORTH CAROLINA,POLIO,0,0
1928,10,ND,NORTH DAKOTA,POLIO,1,0.15
1928,10,NE,NEBRASKA,POLIO,2,0.15
1928,10,NH,NEW HAMPSHIRE,POLIO,0,0
1928,10,NJ,NEW JERSEY,POLIO,0,0
1928,10,NM,NEW MEXICO,POLIO,0,0
1928,10,NY,NEW YORK,POLIO,5,0.04
1928,10,OH,OHIO,POLIO,0,0
1928,10,OK,OKLAHOMA,POLIO,1,0.04
1928,10,OR,OREGON,POLIO,2,0.21
1928,10,PA,PENNSYLVANIA,POLIO,0,0
1928,10,RI,RHODE ISLAND,POLIO,0,0
1928,10,SC,SOUTH CAROLINA,POLIO,1,0.06
1928,10,SD,SOUTH DAKOTA,POLIO,0,0
1928,10,TN,TENNESSEE,POLIO,0,0
1928,10,TX,TEXAS,POLIO,0,0
1928,10,UT,UTAH,POLIO,0,0
1928,10,VT,VERMONT,POLIO,0,0
1928,10,WA,WASHINGTON,POLIO,1,0.06
1928,10,WI,WISCONSIN,POLIO,0,0
1928,10,WV,WEST VIRGINIA,POLIO,1,0.06
1928,10,WY,WYOMING,POLIO,0,0
1928,11,AL,ALABAMA,POLIO,1,0.04
1928,11,AR,ARKANSAS,POLIO,1,0.05
1928,11,AZ,ARIZONA,POLIO,0,0
1928,11,CA,CALIFORNIA,POLIO,3,0.06
1928,11,CO,COLORADO,POLIO,0,0
1928,11,CT,CONNECTICUT,POLIO,0,0
1928,11,DE,DELAWARE,POLIO,0,0
1928,11,FL,FLORIDA,POLIO,0,0
1928,11,GA,GEORGIA,POLIO,0,0
1928,11,IA,IOWA,POLIO,0,0
1928,11,ID,IDAHO,POLIO,0,0
1928,11,IL,ILLINOIS,POLIO,1,0.01
1928,11,IN,INDIANA,POLIO,0,0
1928,11,KS,KANSAS,POLIO,1,0.05
1928,11,KY,KENTUCKY,POLIO,0,0
1928,11,LA,LOUISIANA,POLIO,0,0
1928,11,MA,MASSACHUSETTS,POLIO,2,0.05
1928,11,MD,MARYLAND,POLIO,0,0
1928,11,ME,MAINE,POLIO,0,0
1928,11,MI,MICHIGAN,POLIO,1,0.02
1928,11,MN,MINNESOTA,POLIO,0,0
1928,11,MO,MISSOURI,POLIO,0,0
1928,11,MS,MISSISSIPPI,POLIO,0,0
1928,11,MT,MONTANA,POLIO,0,0
1928,11,NC,NORTH CAROLINA,POLIO,0,0
1928,11,ND,NORTH DAKOTA,POLIO,1,0.15
1928,11,NE,NEBRASKA,POLIO,1,0.07
1928,11,NH,NEW HAMPSHIRE,POLIO,0,0
1928,11,NJ,NEW JERSEY,POLIO,1,0.03
1928,11,NY,NEW YORK,POLIO,0,0
1928,11,OH,OHIO,POLIO,2,0.03
1928,11,OK,OKLAHOMA,POLIO,0,0
1928,11,OR,OREGON,POLIO,2,0.21
1928,11,PA,PENNSYLVANIA,POLIO,1,0.01
1928,11,RI,RHODE ISLAND,POLIO,0,0
1928,11,SC,SOUTH CAROLINA,POLIO,1,0.06
1928,11,SD,SOUTH DAKOTA,POLIO,3,0.44
1928,11,TN,TENNESSEE,POLIO,0,0
1928,11,TX,TEXAS,POLIO,0,0
1928,11,UT,UTAH,POLIO,0,0
1928,11,VT,VERMONT,POLIO,0,0
1928,11,WA,WASHINGTON,POLIO,3,0.19
1928,11,WI,WISCONSIN,POLIO,0,0
1928,11,WV,WEST VIRGINIA,POLIO,1,0.06
1928,11,WY,WYOMING,POLIO,0,0
1928,12,AL,ALABAMA,POLIO,1,0.04
1928,12,AR,ARKANSAS,POLIO,0,0
1928,12,AZ,ARIZONA,POLIO,0,0
1928,12,CA,CALIFORNIA,POLIO,2,0.04
1928,12,CO,COLORADO,POLIO,0,0
1928,12,CT,CONNECTICUT,POLIO,0,0
1928,12,DC,DISTRICT OF COLUMBIA,POLIO,1,0.21
1928,12,DE,DELAWARE,POLIO,0,0
1928,12,FL,FLORIDA,POLIO,0,0
1928,12,GA,GEORGIA,POLIO,0,0
1928,12,IA,IOWA,POLIO,0,0
1928,12,ID,IDAHO,POLIO,0,0
1928,12,IL,ILLINOIS,POLIO,2,0.03
1928,12,IN,INDIANA,POLIO,0,0
1928,12,KS,KANSAS,POLIO,1,0.05
1928,12,KY,KENTUCKY,POLIO,3,0.12
1928,12,LA,LOUISIANA,POLIO,0,0
1928,12,MA,MASSACHUSETTS,POLIO,1,0.02
1928,12,MD,MARYLAND,POLIO,0,0
1928,12,ME,MAINE,POLIO,0,0
1928,12,MI,MICHIGAN,POLIO,1,0.02
1928,12,MN,MINNESOTA,POLIO,0,0
1928,12,MO,MISSOURI,POLIO,2,0.06
1928,12,MS,MISSISSIPPI,POLIO,0,0
1928,12,MT,MONTANA,POLIO,0,0
1928,12,NC,NORTH CAROLINA,POLIO,0,0
1928,12,ND,NORTH DAKOTA,POLIO,0,0
1928,12,NE,NEBRASKA,POLIO,0,0
1928,12,NH,NEW HAMPSHIRE,POLIO,0,0
1928,12,NJ,NEW JERSEY,POLIO,1,0.03
1928,12,NM,NEW MEXICO,POLIO,0,0
1928,12,NY,NEW YORK,POLIO,9,0.08
1928,12,OH,OHIO,POLIO,2,0.03
1928,12,OK,OKLAHOMA,POLIO,1,0.04
1928,12,OR,OREGON,POLIO,1,0.11
